In total we have 42407 words in this dataset
The initialization was done in [10813267 ms]
At the train f-ion() of MultinomialNB_Email class countOfLessThanFive=32142
The features with the top 2047 highest mutual information are:

        Feature           Info Gain         Log(P(Ham|Word))        Log(P(Spam|Word))
            lme             111.383                 -4.87802                 -8.65207
          eiben             111.383                 -5.68895                 -8.65207
           6079             111.383                 -5.77596                 -8.65207
         csikos             111.383                 -5.77596                 -8.65207
        gottlob             111.383                 -5.68895                 -8.65207
       connevey             111.383                 -5.77596                 -8.65207
        quilkey             111.383                  -5.5348                 -8.65207
        deffner             111.383                 -5.87127                 -8.65207
     burchfield             111.383                 -5.46581                 -8.65207
   explanations             111.383                 -5.22942                 -8.65207
      incorrect             111.383                 -5.68895                 -8.65207
        keohane             111.383                 -5.87127                 -8.65207
   officialized             111.383                 -4.95498                 -8.65207
         sloman             111.383                 -5.77596                 -8.65207
   particularly             111.382                 -4.70812                 -5.65634
      reception             111.352                 -5.17813                 -7.26578
        booking             111.352                 -5.12934                 -7.55346
          clara             111.352                 -4.77266                 -7.26578
     adjustment             111.352                 -5.28349                 -7.55346
           lord             111.352                 -5.60891                 -7.55346
          every             111.308                 -3.89719                 -2.67066
            his             111.301                 -2.42446                 -2.26688
           core             111.293                 -4.61851                 -5.81886
         closed             111.293                 -4.67735                 -6.01302
        reviews             111.213                 -4.20357                 -4.46242
       included              111.21                 -3.74304                 -3.92469
       supplies             111.209                 -7.48071                 -4.68178
        profile             111.206                 -5.77596                 -4.11947
    circulation             111.173                 -8.17386                 -5.04116
         artist             111.173                 -8.17386                 -4.44738
        catalog             111.173                 -8.17386                  -4.5412
      inciuding             111.173                 -8.17386                  -4.9385
          uiead             111.173                 -8.17386                 -5.04116
         videos             111.173                 -8.17386                 -4.72025
        secrets             111.173                 -8.17386                 -4.46242
         iisted             111.173                 -8.17386                 -5.04116
       lnternet             111.173                 -8.17386                 -5.04116
       industry             111.139                 -4.36719                 -2.71983
             38             111.122                 -4.38967                 -5.18634
         impact             111.112                 -3.89719                 -4.74005
     cumulative             111.106                  -5.5348                 -7.26578
           joel             111.106                 -4.95498                 -6.86031
       arranged             111.106                  -5.5348                 -7.26578
  contributions             111.106                  -5.5348                 -7.26578
          clark             111.106                 -5.46581                 -7.26578
           loop             111.106                  -5.5348                 -7.26578
            won             111.105                 -5.34064                 -3.77688
           sale             111.094                 -4.73987                 -3.86458
            lee             111.085                 -4.91576                 -6.08712
      exclusive             111.064                 -6.78756                 -4.52494
             tv             111.064                 -5.60891                 -4.30827
        updates             111.043                 -4.32371                 -4.74005
          taken              111.04                  -3.9842                 -4.38939
          opted             111.019                 -6.56442                 -4.55773
        receipt             111.019                 -6.56442                 -4.33459
             op             111.019                 -6.56442                 -4.17474
          tasks             111.001                 -5.12934                 -6.34949
            ben             111.001                 -5.08282                 -6.16717
         caused                 111                 -4.61851                 -5.47402
         sounds                 111                 -4.70812                 -5.47402
    collaborate             110.965                 -5.46581                 -7.04264
         booked             110.965                 -5.34064                 -7.04264
        barbara             110.965                  -4.9958                 -6.45485
            edu             110.934                 -4.28204                 -5.87948
     resolution             110.934                 -5.17813                 -6.34949
          speak             110.931                 -4.53627                 -5.18634
         agents              110.92                 -7.07525                 -4.46242
         poised              110.91                 -7.48071                 -4.50894
             lu              110.91                  -6.3821                 -4.86788
     suggestion             110.894                 -5.40127                 -6.70616
         inform             110.882                 -5.40127                 -3.85628
         arthur             110.873                 -4.77266                 -6.70616
           1992             110.873                 -5.34064                 -6.70616
          jones             110.871                 -4.22261                 -5.09673
        lottery             110.856                 -8.17386                 -3.90714
         utmost             110.856                 -8.17386                 -5.01449
      sincereiy             110.856                 -8.17386                 -5.06855
    newsletters             110.856                 -8.17386                 -4.98851
             jm             110.856                 -8.17386                  -4.5412
        billion             110.856                 -5.97663                 -3.61512
          place             110.853                 -3.29106                 -3.22273
           east             110.839                 -3.93975                  -4.9385
      locations             110.829                 -4.43619                 -5.18634
           than             110.791                 -3.11126                 -2.10672
        noticed             110.789                 -6.78756                 -4.64474
        execute             110.774                 -4.91576                 -5.81886
           item             110.774                 -4.61851                 -5.25088
             53             110.774                 -4.95498                 -5.81886
         claims             110.754                 -6.56442                 -4.14121
       interest              110.73                 -3.75502                 -2.57903
         accept             110.721                 -5.68895                 -4.08773
    observation             110.701                 -4.67735                 -7.95893
     interfaces             110.701                 -5.40127                 -7.95893
         jeremy             110.701                 -5.12934                 -7.95893
           cook             110.701                 -5.77596                 -7.95893
        chapman             110.701                 -5.77596                 -7.95893
           bugs             110.701                 -5.22942                 -7.95893
    represented             110.701                 -5.68895                 -7.95893
       mcdonald             110.701                 -5.68895                 -7.95893
          patel             110.701                 -5.40127                 -7.95893
         nguyen             110.701                  -5.5348                 -7.95893
   coordinating             110.701                 -5.77596                 -7.95893
       tactical             110.701                 -5.22942                 -7.95893
          shift             110.701                 -5.17813                 -7.95893
      recruiter             110.701                 -5.77596                 -7.95893
            883             110.701                 -5.77596                 -7.95893
           boyd             110.701                 -5.77596                 -7.95893
       resigned             110.701                  -5.5348                 -7.95893
           6388             110.701                 -5.77596                 -7.95893
          cliff             110.701                 -5.22942                 -7.04264
           4040             110.701                 -5.77596                 -7.95893
            yes             110.663                 -4.87802                 -3.73942
        explain             110.636                 -4.84165                 -5.94402
         kindly             110.635                 -7.07525                 -4.72025
    participate             110.622                  -3.9842                 -4.44738
         sector             110.611                 -7.48071                 -4.49319
          child             110.611                 -7.48071                 -4.72025
           play             110.607                 -6.22795                 -3.99811
             47             110.553                 -4.67735                 -5.06855
        opening             110.553                 -4.67735                 -5.28478
            max             110.545                  -5.5348                 -4.23323
      different             110.541                 -3.61998                 -3.76927
             ix             110.541                 -8.17386                 -5.09673
          fatal             110.541                 -8.17386                 -5.09673
            cds             110.541                 -8.17386                  -4.9385
         enouqh             110.541                 -8.17386                 -5.09673
        hottest             110.541                 -8.17386                 -5.04116
            raw             110.541                 -8.17386                 -5.04116
             si             110.541                 -8.17386                 -4.30827
    commissions             110.541                 -8.17386                 -4.80193
        headers             110.541                 -8.17386                 -5.09673
              ^             110.541                 -8.17386                 -4.34801
       republic             110.541                 -8.17386                 -4.76025
            por             110.541                 -8.17386                 -4.01734
       powerfui             110.541                 -8.17386                 -5.09673
       pleasure             110.516                 -6.78756                 -4.62672
     background             110.505                 -5.03836                  -5.7617
    appreciated             110.505                 -5.08282                 -6.08712
           anne             110.505                 -4.53627                 -6.08712
            ext             110.496                  -4.5103                 -5.65634
       children             110.491                  -6.3821                 -4.27005
          cover             110.484                 -4.03072                 -5.18634
           same               110.4                 -3.29866                 -3.31454
            was             110.395                 -1.64736                 -1.52599
      financial             110.381                 -2.62868                 -2.72515
         enough              110.38                 -4.84165                 -3.62819
           open             110.379                 -3.21803                 -4.05695
           fine             110.365                 -4.70812                 -5.12571
       workshop             110.334                 -5.46581                 -7.55346
        pushing             110.334                 -5.68895                 -7.55346
         pamela             110.334                 -5.68895                 -7.26578
   congratulate             110.334                 -5.68895                 -7.55346
          tommy             110.334                 -4.53627                 -7.55346
           swap             110.334                  -5.5348                 -7.55346
     receivable             110.334                 -5.68895                 -7.26578
         recent             110.323                 -3.89719                 -4.06711
           lost             110.315                 -5.68895                 -4.18617
          award             110.314                 -7.48071                 -4.43257
             36              110.31                 -5.03836                 -3.72482
        written             110.306                 -4.56294                 -5.51658
      telephone             110.276                 -5.22942                 -3.83989
      finalized             110.271                 -5.17813                 -6.16717
    possibility             110.271                 -5.17813                 -6.25418
 prioritisation             110.265                 -5.46581                 -8.65207
        berzins             110.265                 -5.87127                 -8.65207
       averaged             110.265                 -5.97663                 -8.65207
       underway             110.265                 -5.97663                 -8.65207
       designee             110.265                  -5.5348                 -8.65207
      consensus             110.265                 -5.77596                 -8.65207
      stevenson             110.265                 -5.68895                 -8.65207
          mckay             110.265                 -5.87127                 -8.65207
         nowlan             110.265                 -5.77596                 -8.65207
       luncheon             110.265                 -5.97663                 -8.65207
        netting             110.265                 -4.46029                 -8.65207
        sanders             110.265                 -5.87127                 -8.65207
       marcello             110.265                 -5.97663                 -8.65207
         fraser             110.265                 -5.77596                 -8.65207
          lauer             110.265                 -5.97663                 -8.65207
         tammie             110.265                 -5.97663                 -8.65207
             jg             110.265                 -5.97663                 -8.65207
         paskin             110.265                 -5.60891                 -8.65207
         audits             110.265                 -5.97663                 -8.65207
         stuart             110.265                 -5.46581                 -8.65207
     resourcing             110.265                 -5.46581                 -8.65207
          10022             110.265                 -5.97663                 -8.65207
         keiser             110.265                 -5.97663                 -8.65207
          allan             110.265                 -5.68895                 -8.65207
The real trainig of the selected features was done in 2585610 ms
logOfProbWordIsHam.size()=2048
logOfProbWordIsSpam.size()=2048
CLASSIFICATION ON test_file.txt

comparing the results
The email is classified as SPAM

CLASSIFICATION ON ENRON5
Confusion Matrix:
                Predicted HAM   Predicted SPAM
Actual HAM         1454                46
Actual SPAM           2              3673
